-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
     2000.0000     4.9750        68.0964       -28.0932      48.0948       8.5362        -76.1841      
     2200.0000     4.9761        69.0915       -37.7603      48.5690       9.5313        -85.8512      
     2400.0000     4.9797        70.0870       -47.5181      49.0021       10.5269       -95.6089      
     2600.0000     4.9857        71.0835       -57.3589      49.4009       11.5234       -105.4498     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE H2O
 ====================================================================================================
   Elemental Composition:
     H 2.0000
     O 1.0000
   Formation Enthalpy at 298K =          -57.7947 kcal/mol
   Formation Free Gibbs Energy at 298K = -71.2414 kcal/mol
   Molecular Weight =                    18.0150 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      8.0290        -57.7786      -71.3317      45.1769       0.0161        -0.0903       
     600.0000      8.6799        -55.2840      -85.8328      50.9147       2.5106        -14.5915      
     800.0000      9.2556        -53.4911      -96.2829      53.4897       4.3036        -25.0415      
     1000.0000     9.8652        -51.5799      -107.1994     55.6196       6.2148        -35.9581      
     1200.0000     10.4722       -49.5448      -118.5125     57.4730       8.2498        -47.2711      
     1400.0000     11.0070       -47.3958      -130.1755     59.1284       10.3989       -58.9341      
     1600.0000     11.4773       -45.1464      -142.1536     60.6295       12.6483       -70.9122      
     1800.0000     11.8906       -42.8087      -154.4190     62.0057       14.9860       -83.1776      
     2000.0000     12.2532       -40.3935      -166.9489     63.2777       17.4012       -95.7076      
     2200.0000     12.5712       -37.9103      -179.7242     64.4608       19.8843       -108.4828     
     2400.0000     12.8499       -35.3676      -192.7281     65.5669       22.4270       -121.4868     
     2600.0000     13.0938       -32.7727      -205.9464     66.6053       25.0220       -134.7050     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE OH
 ====================================================================================================
   Elemental Composition:
     H 1.0000
     O 1.0000
   Formation Enthalpy at 298K =          8.9583 kcal/mol
   Formation Free Gibbs Energy at 298K = -4.1261 kcal/mol
   Molecular Weight =                    17.0070 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      7.1400        8.9726        -4.2140       43.9552       0.0143        -0.0879       
     600.0000      7.0572        11.0928       -18.2216      48.8573       2.1345        -14.0955      
     800.0000      7.1485        12.5120       -28.2064      50.8981       3.5537        -24.0803      
     1000.0000     7.3371        13.9585       -38.5527      52.5111       5.0001        -34.4266      
     1200.0000     7.5746        15.4501       -49.1942      53.8702       6.4918        -45.0681      
     1400.0000     7.7863        16.9866       -60.0891      55.0541       8.0283        -55.9630      
     1600.0000     7.9751        18.5631       -71.2071      56.1064       9.6048        -67.0810      
     1800.0000     8.1435        20.1753       -82.5248      57.0556       11.2169       -78.3987      
     2000.0000     8.2939        21.8193       -94.0238      57.9215       12.8610       -89.8977      
     2200.0000     8.4285        23.4918       -105.6889     58.7185       14.5334       -101.5628     
     2400.0000     8.5493        25.1898       -117.5073     59.4571       16.2314       -113.3812     
     2600.0000     8.6583        26.9107       -129.4684     60.1458       17.9524       -125.3423     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE H2O2
 ====================================================================================================
   Elemental Composition:
     H 2.0000
     O 2.0000
   Formation Enthalpy at 298K =          -32.3732 kcal/mol
   Formation Free Gibbs Energy at 298K = -49.0741 kcal/mol
   Molecular Weight =                    34.0140 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.1554       -32.3529      -49.1863      56.1114       0.0203        -0.1122       
     600.0000      12.8153       -28.8926      -67.2920      63.9990       3.4806        -18.2178      
